"137","2012-11-21","Nomao","Toulouse","Nomao SA est une start-up web innovante basée à Toulouse et fondée en
2006. Elle appartient au groupe leader européen de social media
Ebuzzing. Nomao conçoit et développe une application mobile et un site
web permettant aux gens de trouver, garder et échanger des bonnes
adresses entre amis (restaurants, bars, shopping, médecin...). C'est
un carnet d'adresse intelligent et connecté qui s'appuie sur des
technologies de pointe telle que : recherche géolocalisée, data
mining, systèmes de recommandation, traitement automatique des
langues.

Objet du stage


Dans le cadre de son développement, Nomao recherche des stagiaires R&D
de niveau M2 Informatique ou Sciences du Language avec une
spécialisation en Traitement Automatique des Langues. Les sujets de
stage à pourvoir touchent des domaines variés tels que : recherche
d'information géolocalisée, data mining, systèmes de recommandation,
traitement automatique des langues.

Déroulement du stage

Le/la stagiaire sera accueilli/e dans les locaux de Nomao (Toulouse
centre ville) et sera intégré/e dans l'équipe (5 personnes à Toulouse,
4 personnes à Paris). Le/la stagiaire recevra une indemnité de stage
(selon profil) et des titres restaurants.

Compétences requises

L'étudiant/e devra avoir de bonnes compétences en développement
logiciel et un intérêt pour le Web, les problématiques d'extraction et
d'analyse de données. La connaissance de Python, des technologies
linguistiques et la maîtrise d'une langue étrangère (hors anglais)
seront appréciées.

Contact Merci d'envoyer CV et lettre de motivation à : 
Estelle Delpech, estelle@nomao.com (responsable R&D)"
"138","2012-11-26","Reverso-Softissimo","Neuilly","Stage linguiste / terminologue / traducteur

Type de contrat : Stage de césure ou de fin d'études (minimum 4 mois)

Lieu : Neuilly-sur-Seine

Indemnité de stage : Selon durée et expérience

Début : Dès que possible

Avantages : Tickets restaurant et 50% transport

ENTREPRISE

Editeur de logiciels à rayonnement international, Reverso-Softissimo est
l'un des leaders mondiaux des solutions Intranet et Internet de
traduction instantanée et de dictionnaires électroniques.

Son portail grand public dédié aux langues www.reverso.net génère un
très fort trafic avec 200 millions de pages vues par mois et plus de 6
millions de visiteurs uniques.

Reverso-Softissimo recherche un(e) linguiste pour participer aux travaux
de production et de recherche de notre équipe linguistique dans un
contexte professionnel motivant : haute technologie, forte croissance et
développement international.

Vous êtes intéressé(e) par notre domaine ? C'est le moment de rejoindre
notre équipe !

MISSION

Sous la direction du chef de projet linguistique, le stagiaire
effectuera les missions suivantes :

- création, mise à jour, validation de dictionnaires bilingues ;
- tests de la qualité de traduction et rédaction de rapports d'analyse ;
- recherche, évaluation et analyse de ressources terminologiques ;
- animation et développement de la communauté d'utilisateurs du
  dictionnaire collaboratif.

Cette liste n'est pas exhaustive et pourra être amenée à évoluer en
fonction de l'implication du/de la stagiaire.

PROFIL

Étudiant(e) en dernière année d'une école ou d'une université en TAL,
langues étrangères, linguistique, ingénierie linguistique ou traduction,
vous maîtrisez parfaitement l'anglais et le français à l'oral comme à
l'écrit, et idéalement une troisième langue.

Vous avez des qualités rédactionnelles ainsi qu'une grande rigueur, une
bonne méthodologie, un esprit logique et des capacités d'analyse et de
synthèse ; votre sens de l'initiative, votre dynamisme et votre
autonomie seront également des qualités appréciées dans le cadre de ce
stage.

Contact :

Juliette MORNET
01.41.43.10.31
jmornet@reverso.com"
"139","2012-12-03","Orange","Eysines (33)","Intitulé : Amélioration de la qualité du moteur de recherche 118712

Mission
La direction 118712 est une entité marketing en charge de la définition,
de la conception et du déploiement des offres de renseignements annuaire
d'Orange sur différents canaux (renseignements téléphoniques, web,
mobile,...).

Le moteur de recherche du 118712 est accessible sur le web (2 millions
de visiteurs uniques par mois) et via l'appli mobile 118712.

L'objectif du stage est de définir et de mettre en ½uvre une stratégie
d'amélioration de la qualité des Listes Réponses du moteur mono champ
(Google like) du 118712.

Au moteur proprement dit est associé un analyseur de requêtes qui permet
de typer une requête utilisateur en identifiant ses différents
constituants (activité professionnelle, localité, adresse,
dénomination...) afin de lui appliquer des traitements
spécifiques. L'amélioration des réponses moteur et de l'analyseur de
requêtes sont à mener en parallèle.


L'ensemble des actions que vous mettrez en ½uvre s'articuleront en trois
étapes principales :

1- Analyse des Requêtes internautes et de leur résultat :
 - Choix d'un corpus de requêtes pour l'évaluation
 - Définition des typologies de demande
 - Evaluation de la pertinence du moteur de recherche et de l'analyse de
   requêtes


2- Analyse des anomalies de réponse aux requêtes internautes
 - Diagnostic sur les causes de non réponses (silence)
 - Diagnostic sur les causes de réponses non satisfaisantes (bruit)

3- Mise en ½uvre d'un plan d'action pour améliorer la qualité
 - Identification des leviers d'amélioration : données annuaire,
   paramétrage du moteur et de l'analyseur de requêtes, évolutions
   logicielles, ...
 - Priorisation des actions en fonction du bénéfice attendu
 - Prise en charge des paramétrages (référentiels de mots clés,
   stratégie de correction automatique de la requête, ...) et évaluation
   de l'effet sur le corpus
 - Rédaction du cahier des charges pour les évolutions logicielles

Vous mènerez à bien ces réalisations avec le soutien des équipes de
développement et dans le respect des orientations marketing.

Enfin, vous opérerez une veille technologique et concurrentielle active,
et vous vous en inspirerez pour trouver des propositions
d'améliorations.

Profil recherché
Formation bac + 5 (ingénieur, master pro ou recherche) en informatique,
technologies internet ou traitement automatique des langues. Stage de
fin d'étude ou de césure.

Compétences
- Intérêt marqué pour le web et les moteurs de recherche - Profil 
  « Ultra connecté »
- Manipulation de gros volumes de données, maîtrise d'Excel et d'outils
  de manipulation de bases de données (SQL, Access, Business Object,
  ...)
- Motivation, sens créatif et savoir être force de proposition, goût
  pour la résolution de problèmes
- Esprit d'analyse et capacité de synthèse, rigueur
- Qualités rédactionnelles et maîtrise de la langue, 
- Bonne communication

Modalités
Site de France Télécom à Eysines (Pres de Bordeaux)
6 mois à partir de mars 2010
Stage rémunéré
Contact : Laurence Grauby (mail : laurence.grauby@orange.com, Tel : 05
56 16 92 22)"
"140","2012-12-03","LeGuide.com","Paris","H/F Stage R&D/Moteur de Recherche

Contexte

Dans le cadre des évolutions de notre moteur de recherche indexant
plusieurs centaines de millions d'offres d' e-commerçants et servant
plusieurs dizaines de millions de requêtes par jour, vous êtes au c½ur
du processus d'optimisation du moteur et d'évaluation de nouvelles
solutions.

Mission

Rattaché(e) au responsable de l'équipe de moteur de recherche, ce
stage nécessitera votre implication dans les tâches suivantes :

    Tuning d'analyseurs linguistiques pour SolR dans 9 langues

    Développement de scripts en Python utilisés dans une plateforme
    d'amélioration de la pertinence du moteur de recherche

    Participation à la création d'un détecteur d'entités nommées basé
    sur le modèle de séquences CRF ( Conditional Random Field )

    Annotation d'un corpus d'apprentissage

    Développement de scripts en Python pour piloter l'apprentissage du
    détecteur

    Évaluation du modèle sur des offres d' e-commerçants

    Évaluation de l'apport du détecteur lors de la recherche

    Développement de tests

Profil

Vous suivez une formation supérieure de type ingénieur ou
équivalent. Vous avez des connaissances en languages de programmation
(C++ et/ou Java) et idéalement aussi dans un language de scripting
(Python, Shell). Vous avez un réel intérêt pour le traitement
automatique des langues et les technologies de recherche
d'information.

Votre réactivité, votre envie de participer à un projet technique
d'envergure et votre rigueur seront des atouts pour vous épanouir dans
cette mission.

Un bon niveau d'anglais lu est indispensable.  La compréhension de
l'écrit d'une ou plusieurs langues parmis allemand, danois, espagnol,
italien, néerlandais, polonais, suédois est un plus.

Conditions

Type de contrat : Stage conventionné de 6 mois idéalement

Début : janvier 2013

Indemnités de stage : selon profil et durée du stage (+ tickets restaurant et 50% Pass Navigo)

Lieu de travail: Paris 10e arrondissement


Envoyez votre CV et une lettre de motivation par mail à l'adresse
recrutement@leguide.com en précisant l'intitulé du poste."
"141","2012-12-12","Compilation","Saint-Felix (74)","Proposition de stage de M2 dans l'entreprise Compilatio (Saint-Félix,
74) :

*Extraction et modélisation de connaissances d'un document texte*

Le stage consiste à étudier les méthodes existantes pour faire de
l'analyse de documents, l'extraction de mots-clés, l'extraction de
thématiques dans le but de créer une signature sémantique du document.


Le stage de 6 mois se déroulera à Saint-Félix en Haute-Savoie (Vers
Annecy et Chambéry).
Il sera rémunéré de manière conventielle.

Renseignements et candidatures :
Alain Simac-Lejeune : alain@compilatio.net

*L'entreprise* : Compilatio est un éditeur de logiciel (entreprise
innovante) propose un service en ligne pour l'analyse de documents pour
la prévention et la détection de plagiat. Leader français de la
détection de plagiat créé en 2007, l'entreprise sert plus de 200
établissements supérieurs et analyse quotidiennement plus de 1000
documents."
"142","2012-12-12","Compilation","Saint-Felix (74)","Proposition de stage de M2 dans l'entreprise Compilatio (Saint-Félix,
74) :

*Recherche de similitudes dans Wikipedia avec SPARQL (DBPedia)*

Le stage consiste à étudier le projet DBpedia, le SPARQL et Wikipédia et
de proposer un outil permettant la recherche d'articles de Wikipédia
présentant des similitudes avec le document analysé.


Le stage de 6 mois se déroulera à Saint-Félix en Haute-Savoie (Vers
Annecy et Chambéry).
Il sera rémunéré de manière conventielle.

Renseignements et candidatures :
Alain Simac-Lejeune : alain@compilatio.net

*L'entreprise* : Compilatio est un éditeur de logiciel (entreprise
innovante) propose un service en ligne pour l'analyse de documents pour
la prévention et la détection de plagiat. Leader français de la
détection de plagiat créé en 2007, l'entreprise sert plus de 200
établissements supérieurs et analyse quotidiennement plus de 1000
documents."
"143","2013-01-09","LIMSI","Orsay","Stage M1/M2Pro/M2R : Analyse temporelle de pages web d'information.

Mots-clés : traitement automatique de la langue, classification,
analyse temporelle

Durée : 2 à 6 mois

Niveau : Master 1 ou Master 2 (professionnel ou recherche), fin
d'école d'ingénieur

Le contenu et l'ambition du stage pourront être modulés en fonction du
niveau d'étude et de la durée du stage du candidat.

Contexte

L'analyse temporelle de textes d'information a pour but général de
mieux localiser dans le temps les événements décrits dans ces textes,
et donc d'alimenter de façon plus précise des moteurs de recherche ou
des outils d'extraction d'information. Pour cela, la première étape
est de détecter correctement les expressions temporelles de ces
textes. Ces expressions temporelles peuvent être des dates absolues,
c'est-à-dire que l'on peut placer sans ambiguïté sur l'axe des temps
(par exemple, le 14 juillet 1789), mais aussi des dates relatives, qui
nécessitent une phase de résolution ou de normalisation (par exemple,
le 14 juillet dernier, mardi, il y a deux jours ou deux jours
avant). On devine que cette normalisation nécessite au minimum de
connaître la date à laquelle le document a été écrit.

Les techniques d'analyse temporelle des textes ont fortement progressé
ces dernières années, mais s'attachent en général au traitement
d'articles de journaux sous forme structurée, dans lesquels le contenu
et les metadonnées sont clairement identifiés. Dans le cas de pages
web, il est beaucoup plus difficile de distinguer les informations
pertinentes (date de création, auteurs, titre et texte de
l'article...) des données annexes comme les menus, les publicités, les
légendes d'images. Des outils de nettoyage de pages existent, mais ils
ne sont pas assez précis pour les tâches que nous souhaitons
accomplir.  Travail à réaliser :

Selon le niveau d'étude de la personne choisie, nous pourrons nous
intéresser à une ou plusieurs des problématiques suivantes :

    Extraction de la date de création des pages d'information, et
    d'autres métadonnées éventuellement pertinentes

    Améliorations ciblées du nettoyage des pages web issues des sites
    d'information

    Utilisation et adaptation des outils d'analyse temporelle sur les
    pages web nettoyées

On utilisera un corpus de plusieurs millions de pages web en français
et en anglais.

Le stagiaire devra avoir de bonnes compétences en informatique. Des
connaissances en traitement automatique de la langue et en
apprentissage automatique seront un plus.

Durée : 2 à 6 mois
Niveau : Master 1 ou Master 2 (professionnel ou recherche)
Contacts :
Veronique.Moriceau[at]limsi.fr
Xavier.Tannier[at]limsi.fr"
"144","2013-01-09","INRIA","Sophia-Antipolis","Proposition de stage Master/Ingénieur:
Maquettage d'un système d'interaction avec des connaissances linguistiques.

Sujet:

Ce stage à dominante IHM et Ergonomie Logicielle s'effectuera au sein de
l'équipe WIMMICS [1] de l'Inria Sophia-Antipolis. 
Les linguistes du projet RELIEF [2] développent une ressource lexicale
de nouvelle génération - le Réseau Lexical du Français (RLF) - en accord
avec la théorie Sens-Texte [3]. Pour le moment, le logiciel d'édition
développé pour le projet RELIEF, MVS Dicet, ne permet pas de représenter
les définitions des mots aussi formellement que le voudrait la théorie
Sens-Texte. Or une telle formalisation est aujourd'hui nécessaire pour
faciliter le travail des linguistes et accélérer l'élaboration du RLF. 
L'équipe WIMMICS s'inspire des Graphes Conceptuels [4], de la Théorie
Sens-Texte et des Grammaires de Dépendances [5], pour développer le
nouveau formalisme mathématique des Graphes d'Unités [6], qui a pour but
de permettre la formalisation des définitions, et plus généralement la
représentation et la manipulation de connaissances linguistiques à base
de graphes et de règles.
Ce stage s'insère donc en amont du développement de deux prototypes
d'éditeurs: un prototype d'éditeur permettant l'interaction avec des
objets du formalisme générique, et un prototype d'extension du logiciel
d'édition lexicographique Mvs Dicet développé pour le projet RELIEF.

Objectifs:

L'objectif de ce stage est de proposer des scénarios d'interaction avec
les objets de base du formalisme des graphes d'unités, et de maquetter
un prototype d'éditeur.

Durée, lieu: 

4-6 mois, rémunérés, au sein de l'équipe WIMMICS [1] de l'Inria
Sophia-Antipolis.


Profil souhaité: 

Ce stage s'adresse en priorité à des étudiant en Ingénieur / Master,
avec une dominante IHM et Ergonomie Logicielle. Un intérêt pour les
Graphes Conceptuels et/ou le traitement du langage est un plus.

Contacts et envoi des candidatures:

Maxime Lefrançois, maxime.lefrancois[at]inria.fr, Alain Giboin,
alain.giboin[at]inria.fr

Pointeurs

[1] http://wimmics.inria.fr  
[2] Projet RELIEF, Réseau Lexical du Français, et Bibliographie de
    référence http://www.atilf.fr/spip.php?article908
[3] http://en.wikipedia.org/wiki/Meaning%E2%80%93text_theory
[4] http://en.wikipedia.org/wiki/Conceptual_graph
[5] http://en.wikipedia.org/wiki/Dependency_grammar
[6] http://maxime-lefrancois.info"
"145","2013-01-09","IRISA","Rennes","*Title: Grapheme-to-phoneme conversion adaptation using conditional 
random fields*

*Description:*
Grapheme-to-phoneme conversion consists in generating possible
pronunciations for an isolated word or for a sequence of words. More
formally, this conversion is a transliteration of a sequence of
graphemes, i.e., letters, into a sequence of phonemes, symbolic units to
represent elementary sounds of a language. Grapheme-to-phoneme
converters are used in speech processing

- either to help automatic speech recognition systems to decode words
  from a speech signal

- or as a mean to explain speech synthesizers how a written input should
  be acoustically produced.

A problem with such tools is that they are trained on large and varied
amounts of aligned sequences of graphemes and phonemes, leading to
generic manners of pronouncing words in a given language. As a
consequence, they are not adequate as soon as one wants to recognize or
synthesize specific voices, for instance, accentuated speech, stressed
speech, dictating voices versus chatting voices, etc. [1].

While multiple methods have been proposed for grapheme-to-phoneme
conversion [2, 3], the primary goal of this internship is to propose a
method to adapt grapheme-to-phoneme models which can easily be adapted
under conditions specified by the user. More precisely, the use of
conditional random fields (CRF) will be studied to model the generic
French pronunciation and variants of it [4]. CRFs are state-of-the-art
statistical tools widely used for labelling problems in natural language
processing [5]. A further important goal is to be able to automatically
characterize pronunciation distinctive features of a given specific
voice as compared to a generic voice. This means highlighting and
generalizing differences that can be observed between two sequences of
phonemes derived from a same sequence of graphemes.

Results of this internship would be integrated into the speech synthesis
platform of the team in order to easily and automatically simulate and
imitate specific voices.

*Technical skills:* C/C++ and a scripting language (e.g., Perl or
 Python)

*Keywords:* Natural language processing, speech processing, machine
 learning, statistical learning

*Contact:* Gwénolé Lecorvé (gwenole.lecorve@irisa.fr)

*References:*
[1] B. Hutchinson and J. Droppo. Learning non-parametric models of
    pronunciation. In Proceedings of ICASSP, 2011.
[2] M. Bisani and H. Ney. Joint-sequence models for grapheme-to-phoneme 
    conversion. In Speech Communication, 2008.
[3] S. Hahn, P. Lehnen, and Ney H. Powerful extensions to crfs for
    grapheme to phoneme conversion. In Proceedings of ICASSP, 2011.
[4] Irina Illina, Dominique Fohr, and Denis Jouvet. Multiple
    pronunciation generation using grapheme-to-phoneme conversion based
    on conditional random fields. In Proceedings of SPECOM, 2011.
[5] John D. Lafferty, Andrew McCallum, and Fernando C. N. Pereira.
    Conditional random fields: probabilistic models for segmenting and
    labeling sequence data. In Proceedings of ICML, 2001."
"146","2013-01-09","Semantia","Marseille","Semantia est un fournisseur de services en ligne (ASP), spécialisé dans
le traitement du langage pour l'optimisation de la gestion de la
relation client.

Contexte du stage TAL
Intégré au service de Recherche et Développement, l'objectif du stage
est de participer à l'optimisation des Bases de Connaissances des
applicatifs de la société pour le traitement et l'analyse du langage.
Après s'être familiarisé avec les outils et les solutions Semantia, il
devra proposer des solutions d'optimisation du module morpho-syntaxique.

Connaissances requises et/ou acquises :

  *   Bonnes connaissances des outils disponibles en TALN, plus
      particulièrement des Grammaires
  *   Esprit d'équipe
  *   Sens de l'initiative
  *   Autonomie
  *   Rigueur
  *   Motivation

Niveau : Bac+3 minimum en Linguistique

Durée du stage : de 3 à 6 mois


Contacts

  *   drh@semantia.com
  *   Tél. : 04 42 36 80 91"
"147","2013-01-09","Sinequa","Paris","Offre de stage 2013

Sujet : Amélioration d'un module d'analyse linguistique pour la
recherche d'information en coréen ou en japonais

Lieu : Sinequa, 12 rue d'Athènes, 75009 Paris

Cadre : Master 1 ou 2 en Linguistique-Informatique ou spécialité TAL

Compétences :
- Bonnes bases informatiques, maîtrise d'un langage de script (type
  PERL).
- Maîtrise avancée du coréen ou du japonais.

Indemnités : selon niveau et expérience.

Début : dès que possible.

Contact: Frederik Cailliau, cailliau@sinequa.com"
"149","2013-01-09","LIRMM","Montpellier","l'équipe TEXTE du LIRMM (Montpellier) propose un stage de recherche
(niveau M2 ou équivalent) en Traitement Automatique des Langues
(TAL). Ce stage, d'une durée de 5 mois environ (a priori de février à
juin 2013), sera financé à hauteur du montant légal en vigueur (environ
400 ¤ net / mois).

Le stage portera sur l'un, au choix, des deux sujets proposés (cf. plus
bas).

Des candidatures rapides sont souhaitées avant le 9 janvier 2013 à 12h00
(midi). Toutefois, si le stage devait ne pas être pourvu, les
candidatures seraient considérées jusqu'à la fin janvier.

Merci de joindre à votre candidature les documents suivants :
- CV
- les notes de M1 et les modules de M2 suivis (ajouter les notes si
  elles sont connues).

Merci de préciser également quel sujet a votre préférence.

* Sujet 1 : Acquisition automatique de grammaires de contraintes

http://www.lirmm.fr/~prost/enseignement/M2R-stages/2012-2013/sujetM2R-acquisitionGP.pdf

* Sujet 2 : Détection et correction d'erreurs grammaticales
http://www.lirmm.fr/~prost/enseignement/M2R-stages/2012-2013/sujetM2R-HOO.pdf

Les candidatures doivent être envoyées à Jean-Philippe Prost
(Prost@lirmm.fr) et Mathieu Roche (Mathieu.Roche@lirmm.fr)."
"150","2013-01-09","Airbus","Toulouse","In the purpose of improving the quality and precision of oral
messages, the objective of the proposed training job is to study the
way an oral alert should be addressed in cockpit.

This study will concern Airbus Civil Aircrafts and will consist in:
 
Details of the mission :

    Defining the requirements regarding speech synthesis in order to
    ease comprehension :

    Man vs. Woman
    Prosody

    Accentuation
    Intensity
    Intonation
    Rhythm

    Speed
    Repetition

 

    Describing (in different languages) the different ways to express
    (syntax & terminology):

    Order
    Prohibition
    Advise
    Questioning
    Normal vs. Abnormal status

 
 

    Defining efficient combinations to describe emergency
    (e.g. repetition + man voice)

 

    Collecting the distinctive features of different pilots' mother
    tongues (English US, Arabic, Chinese, Russian, and Italian) in
    order to study the proximity of sounds between English US and the
    mother tongues of end users, to check the relevance of the
    new-built words.

 
Required competences :

    Linguistics
    Phonetics/phonology
    Sociolinguistics
    Pragmatics

 
Required level/diploma : BAC+5, 3ème cycle
 
Duration : 6 months (starting in April 2013)
 
Localisation :
AIRBUS France SAS
316, route de Bayonne
31060 Toulouse Cedex 03
 
To file your application, please send us your covering letter and your CV.
 
Contact:
Emmanuelle Cannesson
( 33.(0)5.67.19.97.34
emmanuelle.cannesson@airbus.com
 
Florence Beaujard
( 33.(0)5.61.93.98.14
florence.beaujard@airbus.com"
"151","2013-01-16","LIMSI","Orsay","Le LIMSI-CNRS propose le stage suivant en TAL pour un niveau M2/écoles
d'ingénieur :

Réparation d'erreurs d'apprenants d'une langue étrangère à l'aide de
systèmes de traduction automatique

URL : http://perso.limsi.fr/amax/recherche/sujet1-amax-M2R-2013.html

Contact : Ryo Nagata (rnagata@limsi.fr), Gabriel Illouz 
(gabriel.illouz@limsi.fr) et Aurélien Max (aurelien.max@limsi.fr)

Toute personne intéressée est invitée à contacter les personnes
ci-dessus par e-mail (avec pour titre : ""Re: Stage en TAL au LIMSI-CNRS,
Orsay""), en envoyant un CV à jour (*dont le fichier porte le nom du
candidat*) et un court texte motivant l'intérêt pour ce sujet en
relation avec les études suivies.

Le groupe ILES du LIMSI propose en outre de nombreux autres sujets de
stages : http://www.limsi.fr/Scientifique/iles/propositions"
"152","2013-01-16","Onyme","Lille","------------------------------------------------------------------------
Envoyez votre candidature par email: recrute@onyme.com 
------------------------------------------------------------------------


La société Onyme (http://www.onyme.com) recherche, en *2013*, un(e)
stagiaire de*deuxième année de master en informatique*, avec un attrait
pour le traitement automatique des langues. Une embauche à l'issue du
stage est envisagée.

*Profil* : Bac +5
*Durée du stage* : de 3 à 6 mois selon le sujet choisi.
*Lieu du stage* : Onyme (http://www.onyme.com), Euratechnologies 
 (http://www.euratechnologies.com)

Le stage s'inscrit au coeur de l'équipe de R&D composée d'un doctorant
en informatique (4ème année), d'un docteur en informatique et du
directeur technique de la société.

Il se compose de *deux sujets au choix* sur le traitement de la langue
française :

  * Sujet 1 : Évaluation de différents analyseurs lexicaux et
    syntaxiques sur des textes courts
    (http://blog.onyme.com/offre-de-stage-tal-2013/#suj1)
  * Sujet 2 : Reconnaissance / Extraction de thématiques dans des textes
    courts (http://blog.onyme.com/offre-de-stage-tal-2013/#suj2)


  Sujets

      Sujet 1 : Évaluation de différents analyseurs lexicaux et
      syntaxiques sur des textes courts

*Durée souhaitée du stage* : de 4 à 6 mois, selon les connaissances du
 candidat.

*Compétences souhaitées* :

  * Connaissances théoriques sur des analyseurs syntaxiques et lexicaux
    (la pratique est un plus);
  * Connaissances sur l'étiquetage grammatical et syntaxique de corpus
    écrits;
  * Motivé et autonome.

*Description du sujet* :

Les analyseurs lexicaux, i.e. lemmatiseurs et POS annotateurs, et
syntaxiques fonctionnent soit par apprentissage, soit par règles.

Ces outils, élaborés à partir de connaissances générales (ex :
apprentissage à partir d'un gros corpus de journaux), sont sujets à
erreur quand ils sont utilisés dans un domaine spécialisé.

L'idée du stage est d'améliorer les analyses en fournissant des
connaissances spécifiques aux analyseurs.

Le sujet comporte plusieurs aspects :

  * élaboration de corpus arborés depuis les traitements clients
    destinés à l'évaluation et à l'apprentissage des analyseurs;
  * apprentissage spécifique, ou ajout/modification de règles, selon le
    type d'analyseur;
  * évaluation de différents analyseurs lexicaux sur nos données;
  * évaluation d'analyseurs syntaxiques de surface (chunker) et
    d'analyseurs partiels, ou élaboration d'un chunker.


      Sujet 2 : Reconnaissance / Extraction de thématiques dans des
      textes courts

*Durée souhaitée du stage* : de 3 à 6 mois, selon les connaissances du
candidat.

*Compétences souhaitées* :

  * Connaissances sur les analyseurs syntaxiques : délimitation de
    syntagmes;
  * Programmation en langage orienté objet. Le langage JAVA est un plus;
  * Connaissances en apprentissage artificiel (classification
    thématique);
  * Connaissances en structure du discours (Ex. : ""X mais Y"" implique
    deux idées);
  * Motivé et autonome.

*Description du sujet* :

Les textes à analyser comportent des thématiques différentes relatives à
un domaine.

Par exemple, dans le domaine de la vente, les thématiques fréquemment
abordées sont :

  * La tarification;
  * L'agencement des magasins;
  * L'implantation des magasins;
  * Le personnel.

Le sujet du stage concerne la résolution des problématiques liées 
suivantes :

  * l'évaluation du nombre de thématique abordés dans un message;
  * la détection;
  * la séparation d'un message en plusieurs syntagmes thématiques.

La liste des thèmes à détecter peut être connue à l'avance ou non. Dans
le premier cas, des techniques relevant de la supervision peuvent être
employées. Dans le second, il s'agit de découvrir de façon non
supervisée les thèmes présents dans un corpus.



Plus de détails concernant les sujets et l'offre sur notre blog : 
http://blog.onyme.com


------------------------------------------------------------------------
Envoyez votre candidature par email: recrute@onyme.com 
------------------------------------------------------------------------"
"153","2013-01-21","LIPN","Villetaneuse","stage M2 : apprentissage multi-objectif pour les données
textuelles
========================================================================

    De nombreuses applications en traitement automatique des langues et
    en extraction d'information utilisent les analyses syntaxiques des
    textes. Bien que les analyseurs syntaxiques modernes, appris sur
    corpus, atteignent des performances globales tout à fait
    satisfaisantes, on remarque souvent que les informations utiles aux
    applications sont mal analysées.

    Pour pallier ce problème, il peut être intéressant d'apprendre un
    analyseur pour une application précise, par exemple la traduction
    automatique, les systèmes de questions/réponses, ou l'extraction de
    relations/événements dans des textes.

    Récemment, Hall et al. [TDPJOMO] ont proposé une méthode
    d'apprentissage en ligne (de type perceptron) pour intégrer des
    fonctions de perte non plus strictement syntaxiques mais qui portent
    plus librement sur des structures induites par les structures
    syntaxiques, notamment les structures produites par les applications
    en aval.

    Le but de ce stage est d'étudier cette méthode, l'apprentissage
    multi-objectif, de la généraliser à d'autres algorithmes
    d'apprentissage en ligne, de l'implanter dans un analyseur standard
    -- en l'occurrence [MSTparser] -- et de l'appliquer à la tâche
    d'extraction de relations/événements sur des textes biomédicaux.

    profil recherché: Nous cherchons un candidat :
      - de niveau M2
      - compétent  en java et python
      - ayant des notions d'apprentissage automatique
      - avec un intérêt pour le traitement automatique des langues

    détails: Dans un premier temps, l'étudiant devra se familiariser
    avec :
      - la notion d'extraction de relations
      - la chaîne de traitement [TEES] qui a gagné le challenge BioNLP
        2009
      - le corpus GENIA sur lequel le travail portera
      - l'analyseur MSTParser

      Dans la suite du stage, il devra d'abord évaluer la chaîne
      d'extraction lorsqu'elle est utilisée avec le MSTParser sur une
      grammaire apprise indépendamment de la tâche. Il s'agira ensuite
      d'implanter un algorithme d'apprentissage multi-objectif de la
      grammaire et d'évaluer son incidence sur les performances du
      système.

    contexte: Équipe RCLN du LIPN, Université Paris 13.

    durée: 6 mois

    contact: Contacter Joseph Le Roux (leroux@univ-paris13.fr) et
             Antoine Rozenknop (antoine.rozenknop@lipn.univ-paris13.fr)
             en joignant un CV au mail.

    divers: Stage rémunéré dans le cadre d'une opération du labex
            [EFL]. Ce stage est susceptible de se prolonger par une
            thèse.

[TDPJOMO]: http://www.aclweb.org/anthology/D/D11/D11-1138.pdf
[MSTparser]: http://sourceforge.net/projects/mstparser/
[TEES]: https://github.com/jbjorne/TEES
[EFL]: http://www.labex-efl.org/"
"154","2013-01-21","EpticaLingway","Boulogne-Billancourt","Linguiste-informaticien pour le chinois - M2
 
Début : Mars 2013

Durée : 4 à 6 mois

Lieu : Boulogne-Billancourt

 
EpticaLingway est l'entité de R&D du groupe Eptica, principalement
orienté vers les applications de Traitement du Langage Naturel (TAL).
 
Le groupe EPTICA est un des leaders français et international de
solutions d'interactions clients en pleine croissance. Cette entreprise
à taille humaine et à dimension internationale est basée principalement
en France, Royaume Uni et Singapour. Elle édite une solution reconnue
qui s'adresse aux grands comptes et au mid-market dans les secteurs du
Retail, de la Finance, de l'Assurance, du Secteur Public. La société
compte parmi ses clients français la Société Générale, le Crédit
Agricole, la CNAM, la MAAF, MMA, Pixmania, Darty, Mercer, Carrefour, La
Redoute..., et, également à l'international Air Asia, Panasonic... Elle est
répertoriée dans le Magic Quadrant du Gartner Group depuis 2010.

Afin d'enrichir ses composants sémantiques de traitement du chinois,
EpticaLingway propose un stage conventionné niveau Master 2, basé à
Boulogne-Billancourt

Dans l'équipe EpticaLingway, Le candidat participera à l'ensemble des
tâches suivantes:

·  Évaluation/amélioration du segmenteur,
·  Constitution de ressources lexicales,
·  Mise en ½uvre de ces ressources dans le moteur de recherche,
·  Constitution d'un corpus de référence et évaluation
 
Compétences requises
·  Chinois courant,
·  Pratique du TAL (étude de corpus, moteur de recherche, grammaires
   locales)
·  Un langage de développement (Java, Groovy, Perl, ...) serait un plus
·  Facilité à travailler en équipe

Envoyer CV et lettre de motivation à hugues.de-mazancourt@eptica.com"
